,content_id,title,content_type_id,area_code,latitude,longitude,addr1,addr2
20299,801339,강당골 산촌체험관,12,34,36.7170392576,127.0158578756,충청남도 아산시 송악면 강당로 187-5,
20306,125908,개심사(서산),12,34,36.7469061582,126.5901482688,충청남도 서산시 운산면 개심사로 321-86,
20315,2654766,계룡 입암저수지,12,34,36.2433505799,127.2555380499,충청남도 계룡시 두마면 입암길 218,
20339,2771931,공리저수지,12,34,36.5999123337,126.6108364279,충청남도 홍성군 구항면 오봉리,
20343,129557,공주 갑사 철당간,12,34,36.3655131816,127.1873630896,충청남도 공주시 계룡면 갑사로 567-3,
20362,129665,관음사석탑,12,34,36.8461566218,126.9534072129,충청남도 아산시 영인면 여민루길 122,
20372,1938123,광천토굴새우젓단지,12,34,36.4852533774,126.6156112576,충청남도 홍성군 광천읍 광천로 91,
20383,298096,구절암(홍성),12,34,36.569193902,126.6257414558,충청남도 홍성군 구항면 거북로218번길 163,(구항면)
20412,128391,금산 바리실마을,12,34,36.1341955734,127.5242947789,충청남도 금산군 제원면 바리실길 206,
20415,126885,금산 천내리/용화리 고인돌,12,34,36.0991311786,127.5834793438,충청남도 금산군 제원면 용화리,
20434,2821554,꽃이 머무는 자리,12,34,36.3940485776,126.8569836291,충청남도 청양군 사수터길 99-14,
20450,129691,남포관아문,12,34,36.3057377621,126.6093165444,충청남도 보령시 남포면 읍성향교길 19,
20491,2734139,당진관광정보센터,12,34,37.0235268152,126.5796084454,충청남도 당진시 석문면 석문방조제로 1755,
20494,252600,당진전력문화홍보관,12,34,37.0517084677,126.510708382,충청남도 당진시 석문면 교로길 30,
20520,1627197,덕산향교,12,34,36.7000516122,126.6574017788,충청남도 예산군 덕산면 덕산향교길 88-34,
20537,125893,동학사(공주),12,34,36.3532762699,127.2200577134,충청남도 공주시 반포면 동학사1로 462,(반포면)
20595,128874,무상사(계룡),12,34,36.2917581729,127.2123128391,충청남도 계룡시 엄사면 향적산길 129,
20604,3351786,뭍닭섬 산책로,12,34,36.795426236,126.1437679669,충청남도 태안군 소원면 의항리,산 185-35
20610,2717594,바늘꽃피우다,12,34,36.7818747481,126.4524736797,충청남도 서산시 번화3길 10,(동문동)
20637,126711,보령 냉풍욕장,12,34,36.3774694637,126.6698231108,충청남도 보령시 청라면 냉풍욕장길 190,
20647,129642,보령성곽&보령관아문,12,34,36.4157553548,126.5895154392,충청남도 보령시 주포면 보령리,
20653,126902,봉곡사,12,34,36.6988627031,126.9665905861,충청남도 아산시 송악면 도송로632번길 138,
20657,407267,봉수산 자연휴양림,12,34,36.5984515604,126.7808822465,충청남도 예산군 대흥면 임존성길 153,
20696,2698818,상점195,12,34,36.7866769792,126.4528679606,충청남도 서산시 대사동1로 55,(동문동)
20699,318176,서광사(서산),12,34,36.7917318231,126.4454185006,충청남도 서산시 부춘산1로 44,(읍내동)
20776,2790011,수륙양용버스투어,12,34,36.3050040133,126.9022374862,충청남도 부여군 규암면 합정리 599,
20798,126864,신안사(금산),12,34,36.1705091314,127.5823302924,충청남도 금산군 신안사로 970 신안사,
20825,126899,아산 영인산자연휴양림 숲속야영장,12,34,36.8410210525,126.9505937184,충청남도 아산시 영인면 아산온천로 16-26,
20828,250436,아산 용궁댁,12,34,36.7405371637,126.8926127926,충청남도 아산시 도고면 도고산로587번길 73-21,
20843,127958,아일랜드 리솜 오아식스 선셋스파,12,34,36.4891453796,126.3369168408,충청남도 태안군 안면읍 꽃지해안로 204,(안면읍)
20860,2678991,어사리 노을공원,12,34,36.5561538055,126.4683671084,충청남도 홍성군 서부면 남당항자전거길 53,
