,content_id,title,content_type_id,area_code,latitude,longitude,addr1,addr2
16469,2774103,강씨봉 자연휴양림,12,31,37.9700067673,127.4083868175,경기도 가평군 북면 논남기길 520,
16470,1201163,강영천효자문,12,31,37.9689765715,127.4214078804,경기도 가평군 북면 논남기길 402-19,
16510,2754720,고렴공원,12,31,37.2406790621,127.0292311266,경기도 수원시 권선구 동수원로 114,(곡반정동)
16613,3075919,귀여리벚꽃길,12,31,37.5061535058,127.3183168215,경기도 광주시 남종면 귀여리,324-2
16625,3031918,금광호수공원,12,31,36.9983623787,127.3262221383,경기도 안성시 금광면 금광리,
16715,611738,단대동 닭죽촌,12,31,37.4620251305,127.1560022734,경기도 성남시 수정구 수정로 460-3,(단대동)
16771,125465,도드람산(저명산),12,31,37.2670047754,127.3925641313,경기도 이천시 마장면 서이천로,
16782,2820602,도자누리,12,31,37.4296641116,127.2608797768,경기도 광주시 송정동 420,
16801,2902683,동탄여울공원,12,31,37.1982849947,127.0867020999,경기도 화성시 오산동,1060
16814,2654539,들꽃가람농장,12,31,38.0455897286,127.1117311905,경기도 연천군 전곡읍 청연로 192,
16851,1955880,매산서원,12,31,37.306406346,127.5764019316,경기도 여주시 능서면 능서로 94-8,(능서면)
16853,2751115,매쟁이골,12,31,37.3436981702,126.9007399191,경기도 군포시 속달로 347-34,(속달동)
16860,3035853,메추리섬,12,31,37.2034497135,126.5386128348,경기도 안산시 단원구 대부남동,1345-1
16862,2789693,명달리산촌생태마을,12,31,37.6181845384,127.4480295861,경기도 양평군 서종면 명달리,
16865,126790,명성황후 생가,12,31,37.2604936594,127.6556516417,경기도 여주시 명성로 71,
16873,2966354,모아베리교육농장,12,31,38.0313151209,127.0416935808,경기도 연천군 황지로55번길 45-1,
16919,2606226,바람새마을 소풍정원,12,31,37.0105832508,127.0185690347,경기도 평택시 고덕면 궁리,
16933,2874966,밤가시공원,12,31,37.669533206,126.782644317,경기도 고양시 일산동구 일산로380번길 20-2 밤가시1어린이공원개방화장실,
16934,3018574,밤리단길,12,31,37.6721523718,126.7841135532,경기도 고양시 일산동구 정발산동,
16972,2717410,벚꽃사이마을 협동조합,12,31,37.2798130277,126.8511156523,경기도 안산시 상록구 영화5길 15,(사동)
16992,2763852,복하천수변공원,12,31,37.2683002969,127.4601135382,경기도 이천시 경충대로2422번길 17,(진리동)
17006,2746304,부락산 문화공원,12,31,37.0713466537,127.0734429452,경기도 평택시 지산동 1263,
17016,2751606,북리지,12,31,37.1538494915,127.1440148168,경기도 용인시 처인구 남사읍 형제로17번길 78,
17022,125550,북한산성,12,31,37.6457643949,126.9738386433,경기도 고양시 덕양구 대서문길 375,(북한동)
17077,2792927,상자포리마애여래입상,12,31,37.4134045494,127.547595909,경기도 양평군 개군면 상자포리 산36-1,
17122,128599,선감어촌체험마을,12,31,37.2205604384,126.6298901758,경기도 안산시 단원구 개건너길 78,(선감동)
17141,523741,성남시 식물원(은행식물원),12,31,37.453226347,127.1668682019,경기도 성남시 중원구 은행로 72,(은행동)
17147,128826,성호공원,12,31,37.3144536122,126.8598444519,경기도 안산시 상록구 성호로 131,(이동)
17155,129269,소래산,12,31,37.4473978783,126.7798924685,경기도 시흥시 신천동,산14 (일대)
17160,2789673,소리산마을,12,31,37.6415402493,127.6038758591,경기도 양평군 단월면 물레골길 6,
17181,126843,수리사(경기),12,31,37.3541080073,126.89698997,경기도 군포시 속달로 347-181,(속달동)
17269,1955904,안곡서원,12,31,37.1751198726,126.7091869925,경기도 화성시 서신면 제부로 860-36,
17344,128918,양평 두물머리,12,31,37.5336752977,127.31748833,경기도 양평군 양서면 두물머리길 145,(양서면)
17422,3023528,영국군 설마리전투 추모공원,12,31,37.9474396293,126.9338808878,경기도 파주시 적성면 구읍리,112-1
17425,612352,영동리 토속음식마을,12,31,37.4728834982,127.3806482268,경기도 광주시 퇴촌면 영동길 38,
17534,128588,우농타조농장,12,31,37.7052361633,126.714285671,경기도 파주시 교하로 595-41,(동패동)
17558,736355,원평허브농원,12,31,37.2461293351,126.92400719,경기도 화성시 매송면 매봉로 40-16,
17617,2998758,이포보,12,31,37.4043637211,127.5361972019,경기도 여주시 금사로 40,
17669,2743335,장지체육공원,12,31,37.1598148756,127.1108593193,경기도 화성시 동탄대로4가길 6,(장지동)
17693,1625097,정충묘,12,31,37.387708314,127.2858148188,경기도 광주시 초월읍 대쌍령리,326-4
17759,982142,진주목장 낙농체험,12,31,37.2412318864,126.8793113846,경기도 화성시 비봉면 일묵동길 24,
17805,128549,최규서어서각,12,31,37.0589993837,127.1465477874,경기도 안성시 원곡면 만리길 35,
17854,2569508,통일정보화마을,12,31,37.9063713366,126.7311617586,경기도 파주시 군내면 통일촌길 220,
17919,3076743,포시즌체험농장,12,31,37.3300197274,127.2402566988,경기도 용인시 처인구 모현읍 갈담리,
17932,3011177,포천수원산정상전망대,12,31,37.8573644858,127.2650893104,경기도 포천시 군내면 직두리,
18009,3032801,현충탑,12,31,37.4524398247,127.1390235327,경기도 성남시 수정구 태평동,
