,content_id,title,content_type_id,area_code,latitude,longitude,addr1,addr2
12924,2788410,가야공원 / 가야산책공원,12,6,35.1483453258,129.0276891748,부산광역시 부산진구 엄광로 118,(가야동)
12928,294452,감천사(부산),12,6,35.1833036953,129.0912632411,부산광역시 연제구 묘봉산로 40,(연산동)
12934,1942348,관수옥과 초량왜관 터,12,6,35.1005396593,129.0327483723,부산광역시 중구 용두산길 37-55,(광복동2가)
12941,2614712,구상반려암 (부산 국가지질공원),12,6,35.1631194916,129.0721765659,부산광역시 부산진구 전포동,
12944,2606230,국립 달음산자연휴양림,12,6,35.3027559437,129.1854434167,부산광역시 기장군 일광면 화용길 299-106,
12949,127445,금강공원,12,6,35.2200354122,129.0762190978,부산광역시 동래구 우장춘로 155 (온천동),
12952,1607163,금강암(부산),12,6,35.2818532794,129.0652933488,부산광역시 금정구 범어사로 254,(청룡동)
12958,3027098,금정산성 동문,12,6,35.2453406867,129.0642277794,부산광역시 금정구 장전동,산 2-3
12961,298114,금정선원,12,6,35.2216351938,129.0741053488,부산광역시 동래구 우장춘로 157-59,(온천동)
12964,1942245,김민부전망대,12,6,35.1177100066,129.0352504641,부산광역시 동구 영초윗길26번길 11,(초량동)
12974,777057,내원정사(부산),12,6,35.1265474825,129.0122827767,부산광역시 서구 엄광산로40번길 121-22,(서대신동3가)
12975,3038622,노리클럽,12,6,35.0979378509,128.9184139461,부산광역시 강서구 명지국제8로 234 (명지동),정우빌딩2차 8층 노리클럽
12976,2867934,녹산고향동산,12,6,35.154317052,128.8860013488,부산광역시 강서구 범방4로 132,
12992,2875849,대천공원,12,6,35.1813775511,129.1678566312,부산광역시 해운대구 장산로 331-18 대천공원2호화장실,
13001,2822334,동래온천길(온천천 산책코스),12,6,35.1916279693,129.1024592605,부산광역시 동래구 온천천로 451,"도시철도 온천장역(부산광역시 동래구 중앙대로 1520), 도시철도 동래역(부산광역시 동래구 중앙대로 1324), 온천천 카페거리(부산광역시 동래구 온천천로 451)"
13009,2675011,땅뫼산,12,6,35.2472747896,129.1174425369,부산광역시 금정구 오륜대로 260-1,(오륜동)
13013,304695,마하사(부산),12,6,35.1639058017,129.0876863061,부산광역시 연제구 봉수로 138,
13038,126148,범어사(부산),12,6,35.2839975351,129.0681263762,부산광역시 금정구 범어사로 250,(청룡동)
13045,1935608,부산 가톨릭 특성화 거리,12,6,35.2440581161,129.0976415723,부산광역시 금정구 오륜대로 57,(부곡동)
13058,1608662,부산 진지성,12,6,35.1357667829,129.0604644448,부산광역시 동구 자성로 99,(범일동)
13059,127151,부산 차이나타운특구(상해문.상해거리),12,6,35.1134327682,129.0385614042,부산광역시 동구 중앙대로179번길 1,
13064,3016002,부산과학체험관,12,6,35.1203598735,129.0441551729,부산광역시 동구 중앙대로260번길 11 (초량동),부산과학체험관
13066,2784333,부산남항,12,6,35.0919018203,129.0372454392,부산광역시 영도구 대평북로 6,(대교동1가)
13077,3112467,부산정중앙공원,12,6,35.1703402545,129.036926658,부산광역시 부산진구 부암동,541-9
13087,127150,삼광사,12,6,35.1759314153,129.0434426042,부산광역시 부산진구 초읍천로43번길 77,
13091,3064931,색채마을,12,6,35.1070333171,129.0294707029,부산광역시 중구 망양로 327-1 (대청동4가),
13096,319563,성암사(부산),12,6,35.1456799238,129.0800957995,부산광역시 남구 진남로210번길 58-15,(문현동)
13100,689931,소름요,12,6,35.2433747592,129.2417734921,부산광역시 기장군 기장읍 기장해안로 1014,(기장읍)
13112,127771,수영사적공원,12,6,35.1706944259,129.1145032317,부산광역시 수영구 수영성로 43,(수영동)
13118,2758477,신평소공원,12,6,35.2927167929,129.2600538672,부산광역시 기장군 일광면 일광로 582-47,
13128,2669544,역사의 디오라마,12,6,35.1146852898,129.0322896932,부산광역시 중구 영주로 93,
13139,2721157,영주하늘눈전망대,12,6,35.1146102693,129.0307259427,부산광역시 중구 영주동 91-7,(영주동)
13141,126088,오륙도 (부산 국가지질공원),12,6,35.0920423481,129.1269487495,부산광역시 남구 오륙도로 137,
13156,126121,용두산공원,12,6,35.1004841098,129.0326928231,부산광역시 중구 용두산길 37-55,
13157,2729918,용소웰빙공원,12,6,35.2462820674,129.2042100127,부산광역시 기장군 기장읍 서부리,
13172,2776281,이동항,12,6,35.2717466345,129.2446918963,부산광역시 기장군 일광면 이천리 170-8,
13191,3083341,정관온천,12,6,35.3225869121,129.1779018572,부산광역시 기장군 정관읍 정관8로 16-5,
13196,2663155,죽성성당(드림세트장),12,6,35.2412223365,129.2478869088,부산광역시 기장군 기장읍 죽성리 134-7,
13200,662862,중앙해수랜드,12,6,35.125627178,129.1106575793,부산광역시 남구 용호로 64,
13205,2744560,천성항 방파제등대,12,6,35.0282187628,128.814891508,부산광역시 강서구 천성동 646-2,
13217,2775570,칠암항,12,6,35.2986216905,129.2602897934,부산광역시 기장군 일광면 문오성길 510,
13220,2994680,클럽디 오아시스,12,6,35.1619491796,129.1683126815,부산광역시 해운대구 달맞이길 30 엘시티,"3,4,5,6,층"
13224,252052,태종대 다누비열차,12,6,35.058334289,129.0880419388,부산광역시 영도구 전망로 257,(동삼동)
13238,2775495,해동성취사,12,6,35.2812735257,129.2544185643,부산광역시 기장군 일광면 일광로 429,
13251,127419,허심청,12,6,35.2211354084,129.0826823935,부산광역시 동래구 금강공원로20번길 23,
13254,128886,홍법사(부산),12,6,35.3027517754,129.1106443769,부산광역시 금정구 두구로33번길 202,(두구동)
13257,2756696,화명수목원,12,6,35.2510535364,129.0426767218,부산광역시 북구 산성로 299,(화명동)
13260,2733472,황령산 전망대,12,6,35.1579341561,129.0827285679,부산광역시 남구 황령산로 391-39,(대연동)
13264,3015559,히어로테마파크 정관점,12,6,35.3212315161,129.1783074147,부산광역시 기장군 정관읍 정관중앙로 45,탑스퀘어 5층 히어로플레이파크 부산정관점
13269,127488,BIFF 광장,12,6,35.0988508949,129.029212615,부산광역시 중구 남포길 4,(남포동3가)
13323,3008288,감만창의문화촌,14,6,35.1184857691,129.0813547668,부산광역시 남구 우암로 84-1,
