,content_id,title,content_type_id,area_code,latitude,longitude,addr1,addr2
38022,1577060,갈천서당,12,36,35.7808909491,127.8160978214,경상남도 거창군 북상면 송계로 767-34,(북상면)
38042,2638488,거제 관광모노레일,12,36,34.8764184192,128.6253953896,경상남도 거제시 계룡로 61,
38044,127726,거제 둔덕기성.사등성지.오량성,12,36,34.8680309567,128.4980650274,경상남도 거제시 둔덕면 거림리,"/ 사등면 사등리,오량리"
38060,2717293,거제도해초쑥 영농조합법인,12,36,34.8677204249,128.6826850817,경상남도 거제시 아주1로 96-1,(아주동)
38063,2414648,거제시농업개발원,12,36,34.8565392606,128.5795582371,경상남도 거제시 거제면 거제남서로 3577,(거제면)
38071,128033,거제현 관아,12,36,34.8511261863,128.591224032,경상남도 거제시 거제면 읍내로2길 22,
38185,2759618,금오산전망대,12,36,34.992033723,127.870991562,경상남도 하동군 금남면 경충로 493-223,
38224,2787088,남가람별빛길,12,36,35.1872460687,128.0821985047,경상남도 진주시 강남로 320,(망경동)
38230,129700,남계서원 [유네스코 세계유산],12,36,35.5488999829,127.7836985415,경상남도 함양군 수동면 남계서원길 8-11,
38254,1351373,남해 항도어촌체험마을,12,36,34.7425119775,128.0459827037,경상남도 남해군 미조면 동부대로310번길 32-8,
38302,127270,당포성지,12,36,34.7929651028,128.3847574221,경상남도 통영시 산양읍 삼덕리,
38309,128505,대기 농촌체험휴양마을,12,36,35.4621581052,128.0018371703,경상남도 합천군 가회면 대기2길 17-3,
38346,1959552,도계서원 유허비,12,36,35.2387571193,128.4024857406,경상남도 함안군 함안면 파수북길 35-36,
38360,2755022,독봉산 웰빙공원,12,36,34.8773795832,128.6343029221,경상남도 거제시 상동동 1005-17,
38423,2865776,모산공원,12,36,35.1673116447,128.8219454671,경상남도 김해시 율하4로 12,
38444,2742160,물건항,12,36,34.7933619854,128.0540529108,경상남도 남해군 삼동면 동부대로1030번길 42-34,
38464,127471,미조항,12,36,34.7082963559,128.0458002666,경상남도 남해군 미조면,
38470,126206,밀양 영남루,12,36,35.4915656533,128.7551396716,경상남도 밀양시 중앙로 324,(내일동)
38478,2689327,밀양댐 생태공원,12,36,35.4855556956,128.9315244019,경상남도 밀양시 단장면,
38479,3015147,밀양숲속마을,12,36,35.5499011445,128.6254744347,경상남도 밀양시 청도면 청도로 105-11,
38487,2790492,밀양호,12,36,35.4757096336,128.9343410948,경상남도 밀양시 단장면 고례리 310,
38522,2755704,병대도전망대,12,36,34.703845748,128.6101151637,경상남도 거제시 남부면 거제남서로 727-17,
38553,127106,비진도,12,36,34.7105311625,128.4575060263,경상남도 통영시 한산면,
38591,2785866,산청 단계리 권씨고가(권씨고가),12,36,35.3802399143,128.0211209853,경상남도 산청군 신등면 단계리,
38592,128948,산청 단계마을 옛 담장,12,36,35.3823366724,128.008344275,경상남도 산청군 신등면 신등가회로 53-9,(신등면)
38653,2715743,서상항,12,36,34.8094146597,127.8333828893,경상남도 남해군 서면 서상리 1316-6,
38658,2605111,서피랑 마을,12,36,34.8438433585,128.4189892179,경상남도 통영시 충렬로 22,(서호동)
38775,127260,앵산,12,36,34.9411775995,128.6118587364,경상남도 거제시 하청면 석포리,(하청면)
38789,2792646,어천마을,12,36,35.3625122176,127.9131253988,경상남도 산청군 단성면 호암로 1333,
38810,1578643,영빈서원,12,36,35.665448008,127.9455728075,경상남도 거창군 남하면 무릉2길 34,(남하면)
38811,1622899,영산향교,12,36,35.4613261428,128.5350708949,경상남도 창녕군 영산면 유생길 19,(영산면)
38845,127258,옥포대첩기념공원,12,36,34.9022338013,128.7140842098,경상남도 거제시 팔랑포2길 87,(옥포동)
38857,2778903,왕지벚꽃길,12,36,34.9389231113,127.8763369117,경상남도 남해군 설천면 노량리,
38881,1959958,용원서원,12,36,35.7410097415,127.9928054898,경상남도 거창군 가북면 어인길 41,
38923,347224,원효암(양산),12,36,35.3959134068,129.1033979852,경상남도 양산시 상북면 천성산길 727-82,
38939,2786950,율곡마을,12,36,35.085868439,127.7589517382,경상남도 하동군 적량면 관리 749-1,
39041,127108,죽도(통영),12,36,34.7314356659,128.5292825722,경상남도 통영시 한산면 죽도,
39043,126082,죽림해수욕장,12,36,34.8394995735,128.5837472124,경상남도 거제시 거제면 오수리,
39056,1331286,지리산역사관,12,36,35.289582404,127.6458397314,경상남도 하동군 화개로 1438 지리산역사관,
39070,2612900,진양호 일주도로,12,36,35.1762325817,128.0350390417,경상남도 진주시 남강로1번길 126,
39094,2784118,진해해안도로,12,36,35.1009681574,128.7714100004,경상남도 창원시 진해구 남문동 산 4-1,
39165,128598,청룡대각석,12,36,35.109512896,128.8399676853,경상남도 창원시 진해구 가주로 35 (가주동),
39220,2473005,통영가스홍보관,12,36,34.9484372363,128.4205224399,경상남도 통영시 안정로 770,
39222,2611153,통영등대낚시공원,12,36,34.8107946704,128.441093716,경상남도 통영시 산양읍 삼칭이해안길 441,
39239,2867933,팔용근린공원,12,36,35.2447185646,128.6114506354,경상남도 창원시 의창구 반계동,산39-8
39240,1622405,팔용산 돌탑,12,36,35.2337168931,128.6043376655,경상남도 창원시 마산회원구 봉암동,
39243,127665,평사리공원,12,36,35.1358810819,127.6917507908,경상남도 하동군 악양면 섬진강대로 3145-1,
39265,791626,하동 범왕리 푸조나무,12,36,35.2644073279,127.6379521919,경상남도 하동군 화개면 화개로 967,(화개면)
39303,127126,한우산,12,36,35.3975660362,128.1932026211,경상남도 의령군 궁류면 벽계리,일대
39340,1955491,합천향교,12,36,35.7059390792,128.1675187938,경상남도 합천군 야로면 향교길 17-3,(야로면)
40599,1749449,거제문화예술회관,14,36,34.8671295553,128.7231565789,경상남도 거제시 장승로 145,(장승포동)
40606,2733126,거창근대의료박물관,14,36,35.6864616973,127.9120946443,경상남도 거창군 거창읍 시장1길 32,
40609,1576971,거창사건역사교육관,14,36,35.5557433836,127.9248970117,경상남도 거창군 신원면 신차로 2924,
40612,129821,경남대학교 박물관,14,36,35.1801997533,128.5532630134,경상남도 창원시 마산합포구 경남대학로 7,
40613,1622590,경남도립미술관,14,36,35.2394733773,128.6908716163,경상남도 창원시 의창구 용지로 296,(퇴촌동)
40615,2656739,경상남도 수산자원연구소 민물고기전시관,14,36,35.4974379933,128.7974441389,경상남도 밀양시 산외면 산외남로 28-27,
40616,1622558,경상남도과학교육원,14,36,35.2009665342,128.2260688643,경상남도 진주시 진성면 진의로 178-35,
40619,129943,고성문화원(경남),14,36,34.9754351028,128.3149337201,경상남도 고성군 고성읍 성내로 54,
40621,2663316,고성생태학습관,14,36,34.9834874973,128.34401708,경상남도 고성군 고성읍 송학리 134-1,
40623,130256,고성자연사박물관,14,36,35.0563275322,128.3986464938,경상남도 고성군 회화면 당항만로 1116,
40626,2773718,국립김해박물관 어린이박물관,14,36,35.2429818868,128.8738305511,경상남도 김해시 가야의길 190,(구산동)
40627,2654508,국립밀양기상과학관,14,36,35.5021840039,128.760658341,경상남도 밀양시 밀양대공원로 84,(교동)
40628,129774,국립진주박물관,14,36,35.1889652253,128.0768878142,경상남도 진주시 남강로 626-35,
40633,2615069,김해 분청도자박물관,14,36,35.2515341377,128.7458748186,경상남도 김해시 진례면 진례로 275-35,
40639,2864368,깨어있는시민 문화체험전시관,14,36,35.3139498233,128.7717041973,경상남도 김해시 봉하로 132,
40642,129807,남부산림자원연구소,14,36,35.1668126895,128.1066246796,경상남도 진주시 진주대로 672,(가좌동)
40648,1267091,남해유배문학관,14,36,34.8319605048,127.8992182207,경상남도 남해군 남해읍 남해대로 2745,
40652,130689,대성동고분박물관,14,36,35.2360687598,128.8731002475,경상남도 김해시 가야의길 126,(대성동)
40653,2784731,둘레길하동센터,14,36,35.0712809911,127.7475447837,경상남도 하동군 하동읍 중앙로 52-4,
40657,130885,매암차문화박물관,14,36,35.1611452121,127.709381921,경상남도 하동군 악양서로 346-1 매암다원문화박물관,
40662,129948,밀양문화원,14,36,35.4867384159,128.7549592647,경상남도 밀양시 중앙로 265,(삼문동)
40665,2655975,밀양아리랑아트센터,14,36,35.5043781614,128.7584973591,경상남도 밀양시 밀양대공원로 112,(교동)
40666,2650992,밀양의열기념관,14,36,35.4936486752,128.7509622025,경상남도 밀양시 노상하1길 25-12,
40672,130683,보물섬 마늘나라,14,36,34.8170570666,127.9248274765,경상남도 남해군 이동면 남해대로 2443,
40673,2987044,봄날의 책방,14,36,34.826370249,128.4154399858,경상남도 통영시 봉수1길 6-1,
40679,130164,산청문화원(문화의집),14,36,35.4140502385,127.8788381669,경상남도 산청군 산청읍 산엔청로 56,
